PA_ID,PA_DC,PA_CPX,PA_CTF,PA_TOTAL,PA_IDADEMX,PA_IDADEMN,PA_SEXO
070101013,MULETA AXILAR TUBULAR EM ALUMiNIO REGULAVEL NA ALTURA (PAR),0,06,79.95,130.0,2.0,A
070101014,PALMILHAS CONFECCIONADAS SOB MEDIDA (PAR),0,06,130.2,999.0,999.0,A
070101015,PALMILHAS PARA PES NEUROPATICOS CONFECCIONADAS SOB MEDIDA PA,0,06,170.3,999.0,999.0,A
070101016,PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES ATE O NUMERO,0,06,43.89,999.0,999.0,A
070101017,PALMILHAS PARA SUSTENTACAO DOS ARCOS PLANTARES NUMEROS ACIMA,0,06,65.0,999.0,999.0,A
070101018,ADAPTACAO DE OPM AUXILIARES DE LOCOMOCAO,0,06,0.0,130.0,0.0,A
070101019,MANUTENCAO DE OPM AUXILIARES DE LOCOMOCAO,0,06,0.0,130.0,0.0,A
070101020,CADEIRA DE RODAS MONOBLOCO,0,04,1134.52,50.0,11.0,A
070101021,CADEIRA DE RODAS (ACIMA 90KG),0,04,1649.0,130.0,11.0,A
070101022,CADEIRA DE RODAS MOTORIZADA ADULTO OU INFANTIL,0,04,5593.65,130.0,12.0,A
070101023,CADEIRA DE RODAS PARA BANHO EM CONCHA INFANTIL,0,04,739.0,10.0,0.0,A
070101024,CADEIRA DE RODAS PARA BANHO COM ENCOSTO RECLINAVEL,0,04,1139.0,999.0,999.0,A
070101025,CADEIRA DE RODAS PARA BANHO COM ARO DE PROPULSAO,0,04,450.0,130.0,5.0,A
070101026,ADAPTACAO DE ASSENTO PARA DEFORMIDADES DE QUADRIL,0,04,136.34,999.0,999.0,A
070101027,ADAPTACAO DE ENCOSTO PARA DEFORMIDADES DE TRONCO,0,04,132.0,999.0,999.0,A
070101028,ADAPTACAO DO APOIO DE PES DA CADEIRA DE RODAS,0,04,62.5,999.0,999.0,A
070101029,APOIOS LATERAIS DO TRONCO EM 3 OU 4 PONTOS,0,04,90.5,999.0,999.0,A
070101030,APOIOS LATERAIS DE QUADRIL PARA CADEIRA DE RODAS,0,04,90.5,999.0,999.0,A
070101031,APOIO PARA ESTABILIZACAO DA CABECA NA CADEIRA DE RODAS,0,04,82.8,999.0,999.0,A
070101032,ADAPTACAO DO APOIO DE BRACOS DA CADEIRA DE RODAS,0,04,132.0,999.0,999.0,A
070101033,ADAPTACAO ABDUTOR TIPO CAVALO PARA CADEIRA DE RODAS,0,04,57.0,999.0,999.0,A
070102001,ORTESE / CINTA LSO TIPO PUTTI (BAIXA),0,06,195.0,999.0,999.0,A
070102002,ORTESE / CINTA TLSO TIPO PUTTI (ALTO),0,06,159.6,999.0,999.0,A
070102003,ORTESE / COLETE CTLSO TIPO MILWAUKEE,0,06,910.0,999.0,999.0,A
070102004,ORTESE / COLETE TIPO WILLIAMS,0,06,319.2,999.0,999.0,A
070102005,ORTESE / COLETE TLSO TIPO KNIGHT,0,06,260.0,999.0,999.0,A
070102006,ORTESE CRUROMALEOLAR INFANTIL EM POLIPROPILENO PARA IMOBILIZ,0,06,209.7,999.0,999.0,A
070102007,ORTESE CRUROMALEOLAR PARA LIMITACAO DOS MOVIMENTOS DO JOELHO,0,06,130.0,999.0,999.0,A
070102008,ORTESE CRUROPODALICA COM DISTRATOR PARA GENUVALGO / GENUVARO,0,06,250.8,19.0,0.0,A
070102009,ORTESE DINAMICA PELVICO-CRURAL TIPO ATLANTA / TORONTO,0,06,520.0,999.0,999.0,A
070102010,ORTESE DINAMICA SUROPODALICA TIPO MOLA DE CODEVILLE (UNILATE,0,06,119.7,999.0,999.0,A
070102011,ORTESE ESTATICA IMOBILIZADORA AXILO-PALMAR TIPO AEROPLANO,0,06,290.0,999.0,999.0,A
070102012,ORTESE GENUPODALICO EM POLIPROPILENO TIPO SARMIENTO,0,06,299.0,999.0,999.0,A
070102013,ORTESE HCTO TIPO MINERVA IMOBILIZADORA CERVICAL COM APOIO TO,0,06,150.0,999.0,999.0,A
070102014,ORTESE METALICA CRUROPODALICA ADULTO,0,06,948.0,130.0,12.0,A
070102015,ORTESE METALICA CRUROPODALICA (INFANTIL E ADOLESCENTE),0,06,520.0,12.0,0.0,A
070102016,ORTESE METALICA SUROPODALICA (INFANTIL),0,06,139.7,999.0,999.0,A
070102017,ORTESE PELVICO-PODALICA DE DESCARGA ISQUIATICA,0,06,598.5,999.0,999.0,A
070102018,ORTESE PELVICO-PODALICA METALICA COM OU SEM APOIO ISQUIATICO,0,06,600.0,19.0,0.0,A
070102019,ORTESE PELVICO-PODALICA METALICA PARA ADULTO COM OU SEM APOI,0,06,1197.0,130.0,19.0,A
070102020,ORTESE RiGIDA PARA LUXACAO CONGENITA DO QUADRIL,0,06,500.4,999.0,999.0,A
070102021,ORTESE SUROPODALICA ARTICULADA EM POLIPROPILENO INFANTIL,0,06,159.6,12.0,0.0,A
070102022,ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (ADULTO,0,06,180.6,130.0,19.0,A
070102023,ORTESE SUROPODALICA SEM ARTICULACAO EM POLIPROPILENO (INFANT,0,06,130.0,19.0,0.0,A
070102024,ORTESE SUROPODALICA METALICA (ADULTO),0,06,180.6,130.0,12.0,A
070102025,ORTESE SUROPODALICA UNILATERAL ARTICULADA EM POLIPROPILENO (,0,06,200.0,130.0,12.0,A
070102026,ORTESE SUSPENSORIO DE PAVLIK,0,06,66.5,999.0,999.0,A
070102027,ORTESE TIPO SARMIENTO PARA UMERO,0,06,159.6,999.0,999.0,A
070102028,ORTESE TLSO / COLETE TIPO BOSTON,0,06,598.5,999.0,999.0,A
070102029,ORTESE TLSO / TIPO COLETE EM METAL TIPO JEWETT,0,06,372.4,999.0,999.0,A
070102030,ORTESE TLSO CORRETIVA TORACO-LOMBAR EM POLIPROPILENO,0,06,319.2,999.0,999.0,A
070102031,ORTESE TLSO TIPO COLETE / JAQUETA DE RISSER,0,06,780.0,999.0,999.0,A
070102032,ORTESE TORACICA COLETE DINAMICA DE COMPRESSAO TORACICA,0,06,239.4,999.0,999.0,A
070102033,PROTESE CANADENSE ENDOESQUELETICA EM ALUMiNIO OU ACO (DESART,0,06,4716.0,999.0,999.0,A
070102034,PROTESE CANADENSE EXOESQUELETICA.(DESARTICULACAO DO QUADRIL),0,06,4716.0,999.0,999.0,A
070102035,PROTESE ENDOESQUELETICA PARA DESARTICULACAO DE JOELHO EM ALU,0,06,3990.0,999.0,999.0,A
070102036,PROTESE ENDOESQUELETICA TRANSFEMURAL EM ALUMiNIO OU ACO,0,06,3502.8,999.0,999.0,A
070102037,PROTESE ENDOESQUELETICA TRANSTIBIAL TIPO PTB-PTS-KBM EM ALUM,0,06,1596.0,999.0,999.0,A
070102038,PROTESE EXOESQUELETICA PARA DESARTICULACAO DO JOELHO,0,06,2990.0,999.0,999.0,A
070102039,PROTESE EXOESQUELETICA PASSIVA PARA DESARTICULACAO DO PUNHO,0,06,2641.0,999.0,999.0,A
070102040,PROTESE EXOESQUELETICA TRANSFEMURAL,0,06,2990.0,999.0,999.0,A
070102041,PROTESE EXOESQUELETICA TRANSTIBIAL COM COXAL OU MANGUITO DE,0,06,2193.0,999.0,999.0,A
070102042,PROTESE EXOESQUELETICA TRANSTIBIAL TIPO PTB-PTS-KBM,0,06,1596.0,999.0,999.0,A
070102043,PROTESE FUNCIONAL ENDOESQUELETICA PARA AMPUTACAO TRANSUMERAL,0,06,5211.0,999.0,999.0,A
070102044,PROTESE FUNCIONAL EXOESQUELETICA PARA DESARTICULACAO DE COTO,0,06,5300.0,999.0,999.0,A
070102045,PROTESE FUNCIONAL EXOESQUELETICA PARA DESARTICULACAO DE COTO,0,06,5640.0,999.0,999.0,A
070102046,PROTESE FUNCIONAL EXOESQUELETICA PARA AMPUTACAO TRANSRADIAL.,0,06,3105.0,999.0,999.0,A
070102047,PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL COM GANCHO DE D,0,06,5790.0,999.0,999.0,A
070102048,PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL COTO CURTO.,0,06,5300.0,999.0,999.0,A
070102049,PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL P/ PUNHO DE TRO,0,06,5100.0,999.0,999.0,A
070102050,PROTESE FUNCIONAL EXOESQUELETICA TRANSUMERAL,0,06,6603.0,999.0,999.0,A
070102051,PROTESE MAMARIA,0,06,159.6,130.0,16.0,A
070102052,PROTESE PARA AMPUTACAO TIPO CHOPART,0,06,1449.0,999.0,999.0,A
070102053,PROTESE PASSIVA ENDOESQUELETICA PARA DESARTICULACAO DE OMBRO,0,06,2394.0,999.0,999.0,A
070102054,PROTESE PASSIVA ENDOESQUELETICA TRANSUMERAL,0,06,2128.0,999.0,999.0,A
070102055,PROTESE PASSIVA PARA AMPUTACAO PARCIAL DA MAO,0,06,1300.0,999.0,999.0,A
070102056,PROTESE TIPO PALMILHA PARA AMPUTACAO EM NiVEL DO ANTE PE,0,06,451.5,130.0,2.0,A
070102057,ADAPTACAO DE OPM ORTOPEDICA,0,06,0.0,130.0,0.0,A
070102058,MANUTENCAO DE OPM ORTOPEDICA,0,06,0.0,130.0,0.0,A
070102059,"MATERIAIS ELASTICOS PARA MODELAGEM DE COTOS, CONTROLE CICATR",0,06,10.7,999.0,999.0,A
070102060,TABUA (PRANCHA) PARA TRANSFERENCIA,0,06,75.0,130.0,12.0,A
070102061,CINTA PARA TRANSFERENCIAS,0,06,150.0,130.0,12.0,A
070102062,ALMOFADA DE ASSENTO PARA PREVENCAO DE ULCERAS DE PRESSAO EM,0,06,995.0,130.0,12.0,A
070102063,ALMOFADA DE ASSENTO PARA CADEIRA DE RODAS PARA PREVENCAO DE,0,06,17.38,130.0,12.0,A
070102064,MESA DE ATIVIDADES PARA CADEIRA DE RODAS (TABUA MESA),0,06,150.0,999.0,999.0,A
070102065,BENGALA DE 4 PONTAS,0,06,73.73,130.0,12.0,A
070103001,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO DE,0,06,500.0,999.0,999.0,A
070103002,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO DE,0,06,500.0,999.0,999.0,A
070103003,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO IN,0,06,525.0,999.0,999.0,A
070103004,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO IN,0,06,700.0,999.0,999.0,A
070103005,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO IN,0,06,1100.0,999.0,999.0,A
070103006,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO IN,0,06,525.0,999.0,999.0,A
070103007,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO IN,0,06,700.0,999.0,999.0,A
070103008,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO IN,0,06,1100.0,999.0,999.0,A
070103009,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MI,0,06,525.0,999.0,999.0,A
070103010,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MI,0,06,700.0,999.0,999.0,A
070103011,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MI,0,06,1100.0,999.0,999.0,A
070103012,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RE,0,06,525.0,999.0,999.0,A
070103013,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RE,0,06,700.0,999.0,999.0,A
070103014,APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RE,0,06,1100.0,130.0,0.0,A
070103015,MOLDE AURICULAR (REPOSICAO),0,06,8.75,999.0,999.0,A
070103016,REPOSICAO DE AASI EXTERNO DE CONDUCAO OSSEA CONVENCIONAL TIP,0,06,500.0,999.0,999.0,A
070103017,REPOSICAO DE AASI EXTERNO DE CONDUCAO OSSEA RETROAURICULAR T,0,06,500.0,999.0,999.0,A
070103018,REPOSICAO DE AASI EXTERNO INTRA-AURICULAR TIPO A,0,06,525.0,999.0,999.0,A
070103019,REPOSICAO DE AASI EXTERNO INTRA-AURICULAR TIPO B,0,06,700.0,999.0,999.0,A
070103020,REPOSICAO DE AASI EXTERNO INTRA-AURICULAR TIPO C,0,06,1100.0,999.0,999.0,A
070103021,REPOSICAO DE AASI EXTERNO INTRA-CANAL TIPO A,0,06,525.0,999.0,999.0,A
070103022,REPOSICAO DE AASI EXTERNO INTRA-CANAL TIPO B,0,06,700.0,999.0,999.0,A
070103023,REPOSICAO DE AASI EXTERNO INTRA-CANAL TIPO C,0,06,1100.0,999.0,999.0,A
070103024,REPOSICAO DE AASI EXTERNO MICRO-CANAL TIPO A,0,06,525.0,999.0,999.0,A
070103025,REPOSICAO DE AASI EXTERNO MICRO-CANAL TIPO B,0,06,700.0,999.0,999.0,A
070103026,REPOSICAO DE AASI EXTERNO MICRO-CANAL TIPO C,0,06,1100.0,999.0,999.0,A
070103027,REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO A,0,06,525.0,999.0,999.0,A
070103028,REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO B,0,06,700.0,999.0,999.0,A
070103029,REPOSICAO DE AASI EXTERNO RETROAURICULAR TIPO C,0,06,1100.0,999.0,999.0,A
070103030,MANUTENCAO/ ADAPTACAO DE OPM AUDITIVA,0,06,0.0,130.0,0.0,A
070103032,SISTEMA DE FREQUENCIA MODULADA PESSOAL,0,06,4500.0,130.0,0.0,A
070103033,AUDIO PROCESSADOR DA PROTESE AUDITIVA ANCORADA NO OSSO,0,04,15007.5,999.0,999.0,A
070103034,TROCA DO PROCESSADOR DE FALA P/ IMPLANTE COCLEAR MULTICANAL,0,04,15983.33,999.0,999.0,A
070103035,LARINGE ELETRONICA PARA REABILITACAO VOCAL,0,04,2227.16,130.0,19.0,A
070104001,BENGALA ARTICULADA,0,06,91.91,130.0,3.0,A
070104002,LENTE ESCLERAL PINTADA,0,06,275.0,999.0,999.0,A
070104003,LUPA DE APOIO COM OU SEM ILUMINACAO,0,06,158.75,130.0,3.0,A
070104004,LUPA MANUAL COM OU SEM ILUMINACAO,0,06,100.0,130.0,3.0,A
070104005,"OCULOS COM LENTES CORRETIVAS IGUAIS / MAIORES QUE 0,5 DIOPTR",0,06,28.0,999.0,999.0,A
070104006,PROTESE OCULAR,0,06,238.03,999.0,999.0,A
070104009,OCULOS COM LENTE FILTRANTE PARA ALBINOS,0,06,330.95,130.0,0.0,A
070104010,SISTEMAS TELESCOPICOS BINOCULARES MONTADOS EM ARMACAO COM FO,0,06,359.0,130.0,4.0,A
070104011,SISTEMAS TELESCOPICOS MANUAL MONOCULAR COM FOCO AJUSTAVEL,0,06,200.0,130.0,4.0,A
070104012,OCULOS COM LENTES ASFERICAS POSITIVAS,0,06,340.0,130.0,0.0,A
070104013,OCULOS COM LENTES ESFERO PRISMATICAS,0,06,350.0,130.0,0.0,A
070104014,ADAPTACAO DE OPM OFTALMOLOGICA,0,06,0.0,130.0,0.0,A
070104015,MANUTENCAO DE OPM OFTALMOLOGICA,0,06,0.0,130.0,0.0,A
070105001,BOLSA DE COLOSTOMIA FECHADA COM ADESIVO MICROPOROSO,0,06,7.3,999.0,999.0,A
070105002,BOLSA DE COLOSTOMIA COM ADESIVO MICROPORO DRENAVEL,0,06,9.0,999.0,999.0,A
070105004,CONJUNTO DE PLACA E BOLSA PARA OSTOMA INTESTINAL,0,06,18.0,999.0,999.0,A
070106001,BARREIRAS PROTETORAS DE PELE SINTETICA E/OU MISTA EM FORMA D,0,06,17.5,999.0,999.0,A
070106002,BOLSA COLETORA P/ UROSTOMIZADOS,0,06,12.0,999.0,999.0,A
070106003,COLETOR URINARIO DE PERNA OU DE CAMA,0,06,7.02,999.0,999.0,A
070106004,CONJUNTO DE PLACA E BOLSA PARA UROSTOMIZADOS,0,06,20.0,130.0,0.0,A
070107001,APARELHO FIXO BILATERAL PARA FECHAMENTO DE DIASTEMA,0,06,10.0,130.0,8.0,A
070107002,APARELHO ORTOPEDICO E ORTODONTICO REMOViVEL,0,06,60.0,130.0,5.0,A
070107003,APARELHO P/ BLOQUEIO MAXILO-MANDIBULAR,0,06,23.54,130.0,6.0,A
070107004,COROA DE ACO E POLICARBOXILATO,0,06,23.54,999.0,999.0,A
070107005,COROA PROVISORIA,0,06,23.54,999.0,999.0,A
070107006,MANTENEDOR DE ESPACO,0,06,10.0,130.0,2.0,A
070107007,PLACA OCLUSAL,0,06,23.54,130.0,12.0,A
070107008,PLANO INCLINADO,0,06,5.0,130.0,4.0,A
070107009,PROTESE PARCIAL MANDIBULAR REMOVIVEL,0,06,225.0,130.0,15.0,A
070107010,PROTESE PARCIAL MAXILAR REMOVIVEL,0,06,225.0,130.0,15.0,A
070107011,PROTESE TEMPORARIA,0,06,24.15,130.0,12.0,A
070107012,PROTESE TOTAL MANDIBULAR,0,06,225.0,130.0,15.0,A
070107013,PROTESE TOTAL MAXILAR,0,06,225.0,130.0,15.0,A
070107014,PROTESES CORONARIAS / INTRA-RADICULARES FIXAS / ADESIVAS (PO,0,06,225.0,999.0,999.0,A
070107015,PROTESE DENTARIA SOBRE IMPLANTE,0,06,300.0,130.0,10.0,A
070107016,APARELHO ORTOPEDICO FIXO,0,06,175.0,999.0,999.0,A
070107017,APARELHO ORTODONTICO FIXO,0,06,175.0,999.0,999.0,A
070108002,PROTESE AURICULAR,0,06,61.19,999.0,999.0,A
070108004,PROTESE FIXA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFAC,0,06,200.0,130.0,15.0,A
070108005,PROTESE PARA GRANDE PERDA MAXILAR,0,06,43.32,999.0,999.0,A
070108006,PROTESE LABIAL,0,06,61.19,999.0,999.0,A
070108007,PROTESE NASAL,0,06,61.19,999.0,999.0,A
070108008,PROTESE OCULO-PALPEBRAL,0,06,61.19,999.0,999.0,A
070108009,PROTESE REMOViVEL EM PACIENTES COM ANOMALIAS CRANIO E BUCOMA,0,06,200.0,130.0,15.0,A
070108011,PROTESE MANDIBULAR,0,06,43.32,130.0,1.0,A
070108012,PROTESE PARA GRANDES PERDAS MAXILARES,0,06,23.54,130.0,1.0,A
070108013,PROTESE AURICULAR IMPLANTO SUPORTADA,0,06,650.0,130.0,6.0,A
070108014,PROTESE EXTENSA DA FACE (2/3 DA FACE),0,06,1100.0,999.0,999.0,A
070108015,PROTESE PARA GRANDE PERDA MAXILAR IMPLANTO SUPORTADA,0,06,1100.0,999.0,999.0,A
070108016,PROTESE LABIAL IMPLANTO SUPORTADA,0,06,650.0,999.0,999.0,A
070108017,PROTESE NASAL IMPLANTO SUPORTADA,0,06,650.0,999.0,999.0,A
070108018,PROTESE OCULO-PALPEBRAL IMPLANTO SUPORTADA,0,06,650.0,999.0,999.0,A
070108019,PROTESE OBTURADORA PALATOFARINGEANA IMPLANTO SUPORTADA,0,06,650.0,999.0,999.0,A
070109001,ORTESE HCO TIPO PHILADELPHIA PARA IMOBILIZACAO DA REGIAO CER,0,06,79.8,999.0,999.0,A
070109002,SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE ENDOESQUE,0,06,250.2,999.0,999.0,A
070109003,SUBSTITUICAO DE ESPUMA E MEIA COSMETICA EM PROTESE TRANSTIBI,0,06,264.1,999.0,999.0,A
070109004,SUBSTITUICAO DE ESPUMA E MEIA EM PROTESE ENDOESQUELETICA TRA,0,06,250.2,999.0,999.0,A
070109005,SUBSTITUICAO DE LUVA COSMETICA P/ MAOS PROTETICAS,0,06,347.5,999.0,999.0,A
070109006,SUBSTITUICAO DE PE DE ADAPTACAO DINAMICA.,0,06,266.0,999.0,999.0,A
070109007,SUBSTITUICAO DE PE SACH / ARTICULADO.,0,06,269.5,999.0,999.0,A
070109008,SUBSTITUICAO DO ENCAIXE INTERNO FLEXiVEL PARA PROTESE TRANST,0,06,650.0,999.0,999.0,A
070109009,SUBSTITUICAO/TROCA DO ENCAIXE PARA PROTESE TRANSFEMURAL ENDO,0,06,1098.0,999.0,999.0,A
070109010,SUBSTITUICAO/TROCA DO CABO DE CONEXAO DA PROTESE DE IMPLANTE,0,04,0.0,999.0,999.0,A
070109011,SUBSTITUICAO/TROCA DO COMPARTIMENTO/GAVETA DE BATERIAS DA PR,0,04,0.0,999.0,999.0,A
070109012,CONSERTO DO COMPARTIMENTO/GAVETA DE BATERIAS DA PROTESE DE I,0,04,0.0,999.0,999.0,A
070109013,SUBSTITUICAO/TROCA DA ANTENA DA PROTESE DE IMPLANTE COCLEAR,0,04,0.0,999.0,999.0,A
070109014,CONSERTO DA ANTENA DA PROTESE DE IMPLANTE COCLEAR,0,04,0.0,999.0,999.0,A
070109015,SUBSTITUICAO/TROCA DAS BATERIAS RECARREGAVEIS DA PROTESE DE,0,04,0.0,999.0,999.0,A
070109016,SUBSTITUICAO/TROCA DO CONTROLE REMOTO DA PROTESE DE IMPLANTE,0,04,0.0,130.0,0.0,A
070109017,CONSERTO DO CONTROLE REMOTO DA PROTESE DE IMPLANTE COCLEAR,0,04,0.0,999.0,999.0,A
070109018,SUBSTITUICAO/TROCA DO IMA DA ANTENA DA PROTESE DE IMPLANTE C,0,04,0.0,999.0,999.0,A
070109019,SUBSTITUICAO/TROCA DO CARREGADOR DE BATERIA RECARREGAVEL DA,0,04,0.0,999.0,999.0,A
070109020,SUBSTITUICAO/TROCA DO GANCHO DA PROTESE DE IMPLANTE COCLEAR,0,04,0.0,999.0,999.0,A
070109021,SUBSTITUICAO/TROCA DO GANCHO COM MICROFONE DA PROTESE DE IMP,0,04,0.0,999.0,999.0,A
070109022,SUBSTITUICAO/TROCA DO DESUMIDIFICADOR DA PROTESE DE IMPLANTE,0,04,0.0,130.0,0.0,A
070109023,CONSERTO DO PROCESSADOR DE FALA DA PROTESE DE IMPLANTE COCLE,0,04,0.0,999.0,999.0,A
070110001,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LU,0,06,43.0,999.0,999.0,A
070110002,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEI,0,06,26.0,999.0,999.0,A
070110003,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS (MEI,0,06,21.0,999.0,999.0,A
070110004,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - LU,0,06,38.0,999.0,999.0,A
070110005,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - ME,0,06,21.0,999.0,999.0,A
070110006,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - ME,0,06,35.0,999.0,999.0,A
070110007,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - ME,0,06,52.0,999.0,999.0,A
070110008,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TO,0,06,68.0,999.0,999.0,A
070110009,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS - TO,0,06,43.0,999.0,999.0,A
070110010,MALHA COMPRESSIVA P/ TRATAMENTO SEQUENCIAL DE QUEIMADOS PARA,0,06,25.0,999.0,999.0,A
070202002,GOTEIRAS DENTAIS,0,06,23.54,130.0,1.0,A
070202003,GUIA SAGITAL,0,06,23.54,130.0,2.0,A
070202004,PLACA DE CONTENCAO,0,06,23.54,130.0,1.0,A
070204008,CATETER BALAO P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA,0,06,500.0,999.0,999.0,A
070204013,CATETER GUIA P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANEA,0,06,195.45,999.0,999.0,A
070204015,CATETER VENOSO CENTRAL DUPLO LUMEN,0,06,97.48,999.0,999.0,A
070204038,FIO GUIA DIRIGIVEL PARA ANGIOPLASTIA,0,06,195.45,999.0,999.0,A
070205034,INTRODUTOR VALVULADO,0,06,97.48,999.0,999.0,A
070206001,CATETER DUPLO J,0,06,141.52,999.0,999.0,A
070207004,ESFERA DE MULLER,0,06,60.0,999.0,999.0,A
070210001,CATETER DE LONGA PERMANENCIA P/ HEMODIALISE,0,04,482.34,999.0,999.0,A
070210002,CATETER P/ SUBCLAVIA DUPLO LUMEN P/ HEMODIALISE,0,04,64.76,999.0,999.0,A
070210003,CATETER TIPO TENCKHOFF / SIMILAR DE LONGA PERMANENCIA P/ DPI,0,04,149.75,999.0,999.0,A
070210004,CONJ.TROCA P/DPA (PACIENTE-MES C/ INSTALACAO DOMICILIAR E MA,0,04,2984.56,999.0,999.0,A
070210005,CONJUNTO DE TROCA PARA PACIENTE SUBMETIDO A DPA (PACIENTE-15,0,04,1255.74,999.0,999.0,A
070210006,CONJUNTO DE TROCA PARA PACIENTE SUBMETIDO A DPAC (PACIENTE-M,0,04,2354.17,999.0,999.0,A
070210007,CONJUNTO DE TROCA P/ TREINAMENTO DE PACIENTE SUBMETIDO A DPA,0,04,609.39,999.0,999.0,A
070210008,CONJUNTOS DE TROCA PARA PACIENTE SUBMETIDO A DPAC (PACIENTE,0,04,946.84,999.0,999.0,A
070210009,DILATADOR P/ IMPLANTE DE CATETER DUPLO LUMEN,0,04,21.59,999.0,999.0,A
070210010,GUIA METALICO P/ INTRODUCAO DE CATETER DUPLO LUMEN,0,04,15.41,999.0,999.0,A
070212006,LiQUIDO DE PRESERVACAO PARA TRANSPLANTE DA CORNEA (20 ML),0,04,500.0,999.0,999.0,A
080101001,ADESAO A ASSISTENCIA PRE-NATAL - INCENTIVO PHPN (COMPONENTE,1,01,0.0,49.0,10.0,A
080101002,CONCLUSAO DA ASSISTENCIA PRE-NATAL (INCENTIVO),1,01,0.0,49.0,10.0,A
080301001,AJUDA DE CUSTO P/ ALIMENTACAO/PERNOITE DE PACIENTE,0,06,24.75,130.0,0.0,A
080301002,AJUDA DE CUSTO PARA ALIMENTACAO DE PACIENTE SEM PERNOITE,0,06,8.4,130.0,0.0,A
080301003,AJUDA DE CUSTO PARA ALIMENTACAO PERNOITE DE PACIENTE - (PARA,0,06,24.75,130.0,0.0,A
080301004,AJUDA DE CUSTO PARA ALIMENTACAO/PERNOITE DE ACOMPANHANTE,0,06,24.75,80.0,18.0,A
080301005,AJUDA DE CUSTO PARA ALIMENTACAO DE ACOMPANHANTE S/PERNOITE,0,06,8.4,80.0,18.0,A
080301006,AJUDA DE CUSTO P / ALIMENTACAO/PERNOITE DE ACOMPANHANTE - (P,0,06,24.75,80.0,18.0,A
080301007,UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR,0,06,181.5,80.0,18.0,A
080301008,UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRA,0,06,181.5,130.0,0.0,A
080301009,UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR,0,06,3.7,80.0,18.0,A
080301010,UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE ACOMPANHANTE POR,0,06,4.95,80.0,18.0,A
080301011,UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRA,0,06,3.7,130.0,0.0,A
080301012,UNIDADE DE REMUNERACAO PARA DESLOCAMENTO DE PACIENTE POR TRA,0,06,4.95,130.0,0.0,A
080301013,UNIDADE DE REMUNERACAO P/DESLOCAMENTO INTERESTADUAL DE ACOMP,0,06,181.5,80.0,18.0,A
080301014,UNIDADE DE REMUNERACAO P/DESLOCAMENTO INTERESTADUAL DE PACIE,0,06,181.5,130.0,0.0,A
